Website,Public-Facing
nihsc1.od.nih.gov,Yes
nihsearch.cit.nih.gov,No
nij.ojp.gov,Yes
nimbus.cr.usgs.gov,Yes
nimh.nih.gov,Yes
nimhcontent.nimh.nih.gov,No
nimhd.nih.gov,Yes
nimhimgprd.nimh.nih.gov,Yes
nimhmoodresearch.ctss.nih.gov,Yes
nimhnetprd.nimh.nih.gov,No
nimhresearchvolunteer.ctss.nih.gov,Yes
nimotc.rdc.noaa.gov,No
nimoweb.rdc.noaa.gov,No
ninds.nih.gov,Yes
nindsdirjssext.ninds.nih.gov,Yes
ninr.nih.gov,Yes
nipo.navy.mil,Yes
niris.navfac.navy.mil,Yes
nirp.sandia.gov,No
nisar.jpl.nasa.gov,Yes
nisc.nih.gov,Yes
nist.gov,Yes
nist.usajobs.gov,Yes
nitaac.nih.gov,Yes
nitep.navfac.navy.mil,Yes
nitra.navair.navy.smil.mil,Yes
nitrex.nmci.navy.mil,Yes
nitscurrent.cdan.dot.gov,Yes
nitsprev.cdan.dot.gov,Yes
niwcatlantic.navy.mil,Yes
niwcpacific.navy.mil,Yes
niweb05.nadepni.navy.mil,Yes
niwp01.nadepni.navy.mil,Yes
nixonlibrary.gov,Yes
njang.ang.af.mil,Yes
njis.navy.mil,Yes
njwg.cap.gov,Yes
nko.navy.mil,Yes
nl.usembassy.gov,Yes
nlecatalog.ed.gov,Yes
nll.navsup.navy.mil,Yes
nlm.nih.gov,Yes
nlmdirector.nlm.nih.gov,Yes
nlmnccsvpxcb.nlm.nih.gov,No
nlmnccsvpxpiv.nlm.nih.gov,No
nlmpubs.nlm.nih.gov,No
nlmrsaweb.nlm.nih.gov,No
nlrb.gov,Yes
nlrb.usajobs.gov,Yes
nlrbcareers.usajobs.gov,Yes
nlrbinternalvacancies.usajobs.gov,Yes
nlsp.nasa.gov,Yes
nlte.nist.gov,Yes
nm-gsf14-z3a.nascom.nasa.gov,No
nm-gsf32-z10a.nascom.nasa.gov,No
nm-gsf32-z10k.nascom.nasa.gov,No
nm.blm.gov,No
nmb.gov,Yes
nmci-wny.nmci.navy.mil,Yes
nmci.nswccd.navy.smil.mil,Yes
nmed.inl.gov,Yes
nmic.navy.smil.mil,Yes
nmio.ise.gov,--
nmpbs.dc3n.navy.mil,Yes
nmpbs.n10.npc.navy.mil,Yes
nmr.cit.nih.gov,Yes
nmra.kcnsc.doe.gov,No
nmrs.dc3n.navy.mil,Yes
nmwg.cap.gov,Yes
nnaccess.doe.gov,No
nncms.cnic.navy.mil,Yes
nnlm.gov,Yes
nnss.gov,Yes
no.usembassy.gov,Yes
noaa.data.commerce.gov,Yes
noaa.gov,Yes
noaa.inl.gov,Yes
noaahrd.wordpress.com,Yes
noaaonline.noaa.gov,Yes
noaasis.noaa.gov,Yes
noc.ner.cap.gov,Yes
node2.epa.gov,No
nodis3.gsfc.nasa.gov,Yes
noisyplanet.nidcd.nih.gov,Yes
nola.spr.doe.gov,No
nomads.gfdl.noaa.gov,Yes
nomads.ncep.noaa.gov,Yes
nomads.weather.gov,Yes
nomercury.nih.gov,No
nominate.noaa.gov,Yes
nonb-abcc.ncifcrf.gov,Yes
nonneutral.pppl.gov,Yes
nooksack.nsopw.gov,Yes
norad.mil,Yes
norc.acl.gov,Yes
nordman.lbl.gov,Yes
norm.navfac.navy.mil,Yes
northcom.mil,Yes
northeast-mdc.diver.orr.noaa.gov,Yes
northeastdiesel.org,Yes
northenlab.lbl.gov,Yes
northernarapaho.nsopw.gov,Yes
northlands.jobcorps.gov,Yes
northtexas.jobcorps.gov,Yes
nosc.noaa.gov,Yes
nosimagery.chs.coast.noaa.gov,No
nosimagery.noaa.gov,Yes
nossa.dc3n.navy.mil,--
notebook.bbg.gov,No
notess.cotf.navy.mil,Yes
nova-docdb.fnal.gov,Yes
now.afn.mil,--
nowcoast.noaa.gov,Yes
np.usembassy.gov,Yes
npccontactcenter.ahf.nmci.navy.mil,Yes
npcrcss.cdc.gov,No
npd-review.naep.ed.gov,Yes
npdb-hipdb.hrsa.gov,No
npdb.hrsa.gov,Yes
npdes-ereporting.epa.gov,Yes
npdev.nidcd.nih.gov,No
npgallery.nps.gov,Yes
npgsweb.ars-grin.gov,No
npin-prod-az.cdc.gov,No
npin.cdc.gov,Yes
npiregistry.cms.hhs.gov,Yes
npmpmobile.nih.gov,Yes
npp.cdc.gov,Yes
npp.glb.cdc.gov,No
nppes.cms.hhs.gov,No
npptest.cdc.gov,No
npptest.glb.cdc.gov,No
npqc.lbl.gov,Yes
nps.gov,Yes
nps.usajobs.gov,Yes
npstg.nidcd.nih.gov,No
npt.nuwc.navy.mil,Yes
npworkforce.science.energy.gov,Yes
nrat.cap.gov,Yes
nrc.gov,Yes
nrcctxrelay.ttb.gov,No
nrcs.prod.usda.gov,No
nrcs.usda.gov,Yes
nrcsgeodata.sc.egov.usda.gov,No
nrcspad.sc.egov.usda.gov,No
nrcspeed.ttb.gov,No
nrd-portal.nhtsa.dot.gov,Yes
nrd-static.nhtsa.dot.gov,Yes
nrd.api.nhtsa.dot.gov,Yes
nrd.gov,Yes
nrdw.navyreserve.navy.mil,Yes
nrel.gov,Yes
nrl.navy.mil,Yes
nrlmry.navy.mil,Yes
nrlssc.navy.mil,Yes
nro.gov,Yes
nrows.dc3n.navy.mil,Yes
nrrl.ncaur.usda.gov,No
nrrm.nrre.navy.mil,Yes
nrsweb.org,Yes
nrt.response.epa.gov,Yes
nrtwq.usgs.gov,Yes
ns.cms.gov,No
ns1.nationalresourcedirectory.gov,Yes
ns1.nrd.gov,Yes
ns3.nationalresourcedirectory.gov,Yes
ns3.nrd.gov,Yes
ns4.jten.mil,Yes
ns5.jten.mil,Yes
nsa.gov,Yes
nsac2004.bnl.gov,Yes
nsc.nasa.gov,No
nsd.rdc.noaa.gov,Yes
nsdd38.state.gov,No
nsddkmw.energy.gov,No
nsddportal.pnnl.gov,No
nsddte.pnnl.gov,No
nsddupload.ornl.gov,Yes
nsdsa.dc3n.navy.mil,Yes
nsf.gov,Yes
nsf.usajobs.gov,Yes
nsic.mil,Yes
nsin.mil,Yes
nsips.cloud.navy.mil,Yes
nsips.nmci.navy.mil,Yes
nslcptsmh.csd.disa.mil,Yes
nslcweb32.nslc.navy.mil,Yes
nslcweb37.nslc.navy.mil,Yes
nslcweb53.nslc.navy.mil,Yes
nsldsfap.ed.gov,Yes
nsldstraining.ed.gov,Yes
nsopw.gov,Yes
nspires.nasaprs.com,Yes
nsrcportal.sandia.gov,Yes
nsrdb.nrel.gov,Yes
nsrl.bnl.gov,No
nss-8-chicago.aps.anl.gov,Yes
nssa.nmci.navy.mil,Yes
nssdc.gsfc.nasa.gov,Yes
nssl.noaa.gov,Yes
nst.navair.navy.smil.mil,Yes
nsteps.epa.gov,Yes
nstrc.nhtsa.gov,Yes
nstx-forum-2011.pppl.gov,Yes
nstx-upgrade.pppl.gov,Yes
nsw.navy.mil,Yes
nswapps.navsoc.socom.smil.mil,Yes
nswcpcweb.dc3n.navy.mil,Yes
ntc.blm.gov,Yes
ntc.doe.gov,Yes
ntia.data.commerce.gov,Yes
ntia.doc.gov,No
ntia.gov,Yes
ntiaotiant2.ntia.doc.gov,No
ntims.nrre.navy.smil.mil,Yes
ntira.dc3n.navy.mil,Yes
ntis.data.commerce.gov,Yes
ntis.gov,Yes
ntmpsweb.dc3n.navy.mil,--
ntp.niehs.nih.gov,Yes
ntpsearch.niehs.nih.gov,Yes
ntrl.ntis.gov,Yes
ntrs.nasa.gov,Yes
ntsb.gov,Yes
ntwc.arh.noaa.gov,Yes
ntwc.ncep.noaa.gov,Yes
nuclear-structure.lbl.gov,Yes
nuclear.gov,No
nuclearfuel.inl.gov,Yes
nuclearscienceday.lbl.gov,Yes
nurse.usajobs.gov,Yes
nutrition.va.gov,Yes
nuwrf.gsfc.nasa.gov,Yes
nv.ng.mil,Yes
nvd.nist.gov,Yes
nvite.jsc.nasa.gov,Yes
nvmc.uscg.gov,--
nvwg.cap.gov,Yes
nwbc.gov,Yes
nwcg.gov,No
nwd.acl.gov,Yes
nwd.usace.army.mil,Yes
nwdc.navy.mil,Yes
nwdc.navy.smil.mil,Yes
nwdc.usff.navy.mil,Yes
nweb.ngs.noaa.gov,Yes
nwis.waterdata.usgs.gov,Yes
nwis.waterservices.usgs.gov,Yes
nwk.usace.army.mil,Yes
nwo.usace.army.mil,Yes
nwp.usace.army.mil,Yes
nwrfc.noaa.gov,Yes
nwrt.cnrc.navy.mil,Yes
nws.usace.army.mil,Yes
nww.usace.army.mil,Yes
nytd.acf.hhs.gov,No
nyw.cap.gov,Yes
nz.usembassy.gov,Yes
oacu.oir.nih.gov,Yes
oacutraining.od.nih.gov,No
oakharbor.tricare.mil,Yes
oalm.od.nih.gov,Yes
oam.acl.gov,No
oamp.hbcu.od.nih.gov,Yes
oamp.od.nih.gov,Yes
oar.nih.gov,Yes
oars.navsea.navy.mil,Yes
oasext.epa.gov,No
oasis.cdc.gov,Yes
oaspub.epa.gov,Yes
oauth.alcf.anl.gov,No
oauth.cls.sba.gov,Yes
obamaadministration.archives.performance.gov,Yes
obamalibrary.archives.gov,Yes
obamalibrary.gov,Yes
obamawhitehouse.archives.gov,No
obc.lbl.gov,Yes
obesityresearch.nih.gov,Yes
obipublic.epa.gov,Yes
obligations.navair.navy.mil,Yes
oboculturalheritage.state.gov,Yes
oboportfolio.state.gov,Yes
observer.globe.gov,Yes
obssr.od.nih.gov,Yes
obtportal.army.mil,Yes
ocad.iss.nasa.gov,No
ocbh.ctss.nih.gov,Yes
occ.gov,Yes
occ.treas.gov,Yes
occms.acf.hhs.gov,No
occsecuremail.banknet.gov,No
ocdashboard.ahrq.gov,No
ocdb.smce.nasa.gov,Yes
ocean.weather.gov,Yes
oceanacidification.noaa.gov,Yes
oceanbots.lbl.gov,Yes
oceancolor.sci.gsfc.nasa.gov,Yes
oceandata.sci.gsfc.nasa.gov,Yes
oceanexplorer.noaa.gov,Yes
oceannoise.noaa.gov,Yes
oceanofthings.darpa.mil,Yes
oceans.pmel.noaa.gov,Yes
oceanservice.noaa.gov,Yes
oceantoday.noaa.gov,Yes
oceanview.pfeg.noaa.gov,Yes
oceanwatch.pifsc.noaa.gov,Yes
oceanxtremes.jpl.nasa.gov,Yes
ocie.cran.nmci.navy.mil,Yes
ocio.commerce.gov,Yes
ocio.nih.gov,Yes
oco2.gesdisc.eosdis.nasa.gov,No
oconaluftee.jobcorps.gov,Yes
ocov2.jpl.nasa.gov,Yes
ocov3.jpl.nasa.gov,Yes
ocr-eeop-admin.ncjrs.gov,No
ocrcas.ed.gov,Yes
ocrdata.ed.gov,Yes
ocreco.od.nih.gov,Yes
ocrportal.hhs.gov,Yes
ocrtmeapps.cc.nih.gov,Yes
ocrtraining.cit.nih.gov,No
ocs.marines.mil,Yes
ocsdata.ncd.noaa.gov,No
ocsp.acf.hhs.gov,Yes
octrials-rpt.nci.nih.gov,No
octrials.nci.nih.gov,Yes
oculus.atdd.noaa.gov,Yes
odd.el.erdc.dren.mil,Yes
odeo.larc.nasa.gov,Yes
odocs.osmre.gov,Yes
ods.od.nih.gov,Yes
odsf.mcw.usmc.mil,Yes
odsioo.defense.gov,Yes
odspracticum.od.nih.gov,Yes
oe.tva.gov,No
oea.tva.gov,No
oeab.noaa.gov,Yes
oed.nhlbi.nih.gov,Yes
oedc.nasa.gov,No
oedca.va.gov,No
oedci.uspto.gov,Yes
oem.tva.gov,No
oeptools.navair.navy.mil,Yes
oer.tva.gov,No
oerstaff.od.nih.gov,No
oes.gsa.gov,Yes
oese.ed.gov,Yes
ofac.treasury.gov,Yes
ofacp.nih.gov,Yes
office.tva.gov,No
officeofbudget.od.nih.gov,Yes
offices.sc.egov.usda.gov,Yes
offutt.af.mil,Yes
offutt.tricare.mil,Yes
ofm.od.nih.gov,Yes
ofmext.epa.gov,No
ofmextwam.epa.gov,No
ofmpub.epa.gov,Yes
ogc.commerce.gov,Yes
ogc.od.nih.gov,Yes
ogc.osd.mil,Yes
ogconline.navy.mil,Yes
oge.gov,Yes
oh.larc.nasa.gov,Yes
oh115.cap.gov,Yes
oh275.ohwg.cap.gov,Yes
oha.ed.gov,Yes
ohcrheasp.tsa.dhs.gov,Yes
ohcrheast.tsa.dhs.gov,Yes
ohkayowingeh.nsopw.gov,Yes
ohrp.cit.nih.gov,Yes
ohsrp.nih.gov,Yes
ohwg.cap.gov,Yes
oig.denali.gov,Yes
oig.dhs.gov,Yes
oig.dia.mil,Yes
oig.dol.gov,Yes
oig.ed.gov,Yes
oig.eeoc.gov,Yes
oig.hhs.gov,Yes
oig.justice.gov,Yes
oig.nasa.gov,Yes
oig.nsa.gov,Yes
oig.nsf.gov,Yes
oig.pbgc.gov,Yes
oig.ssa.gov,Yes
oig.treasury.gov,Yes
oig.tva.com,Yes
oig.tva.gov,Yes
oig.usaid.gov,Yes
oigdr.hq.nasa.gov,No
oigempowerline.com,Yes
oighotline.nrc-gateway.gov,Yes
oighotlineportal.ed.gov,Yes
oiip.jpl.nasa.gov,No
oims.dtra.mil,Yes
oir.cit.nih.gov,No
oir.nih.gov,Yes
ois-qt.nwcg.gov,No
ois.disa.mil,Yes
ois.nwcg.gov,No
oitecareersblog.od.nih.gov,Yes
ojjdp.ojp.gov,Yes
ojp.gov,Yes
ojpsso.ojp.gov,No
ok.ng.mil,Yes
okinawa.marines.mil,Yes
okinawa.tricare.mil,Yes
okwg.cap.gov,Yes
olao.od.nih.gov,Yes
olaw.nih.gov,Yes
olcf.ornl.gov,Yes
old.tidesandcurrents.noaa.gov,No
oldcc.gov,Yes
olddominion.jobcorps.gov,Yes
olderindians.acl.gov,Yes
oldwiki.grantsolutions.gov,No
olga.er.usgs.gov,No
oltaris.nasa.gov,Yes
olympiccoast.noaa.gov,Yes
om.od.nih.gov,Yes
om.usembassy.gov,Yes
oma.od.nih.gov,Yes
omaha.nsopw.gov,Yes
omao.noaa.gov,Yes
ombudsman.nih.gov,Yes
ombudsmanregistry.cnic.navy.mil,Yes
omg.jpl.nasa.gov,Yes
omics-oncogenomics.ccr.cancer.gov,No
omisips1.omisips.eosdis.nasa.gov,Yes
omms.sandia.gov,Yes
omms.sec.gov,Yes
omniweb.gsfc.nasa.gov,Yes
omps.gesdisc.eosdis.nasa.gov,No
oms.cfsrportal.acf.hhs.gov,No
omtribe.nsopw.gov,Yes
onboard.usastaffing.gov,Yes
oncprojectracking.healthit.gov,Yes
one.nhtsa.gov,Yes
oneida.nsopw.gov,Yes
oneonta.jobcorps.gov,Yes
onetouch.navy.mil,Yes
onhir.gov,Yes
oni.navy.mil,Yes
oni.nmci.navy.smil.mil,Yes
online-auction.state.gov,Yes
online.star.bnl.gov,Yes
onlineforms.edgarfiling.sec.gov,Yes
onlinetraining.nwcg.gov,No
ono.ccmc.gsfc.nasa.gov,No
onr.navy.mil,Yes
onroutside.onr.navy.mil,Yes
onrr-connection.onrr.gov,No
onrr.gov,Yes
onsight.jpl.nasa.gov,No
onthemap.ces.census.gov,No
oos.nsf.gov,No
opa-fpclinicdb.hhs.gov,Yes
opa.hhs.gov,Yes
opa.mil,Yes
opas.navy.mil,Yes
ope.ed.gov,Yes
open.cdc.gov,Yes
open.defense.gov,Yes
open.fda.gov,Yes
open.gsa.gov,Yes
open.obamawhitehouse.archives.gov,No
open.usa.gov,Yes
opendap.co-ops.nos.noaa.gov,Yes
opendap.cr.usgs.gov,Yes
opendap.larc.nasa.gov,Yes
opendata.bsee.gov,No
opendata.epa.gov,Yes
opendata.fcc.gov,Yes
opendata.ncats.nih.gov,Yes
openi-wip.lhcaws.nlm.nih.gov,Yes
openi.nlm.nih.gov,Yes
openopps.usajobs.gov,Yes
openpaymentsdata.cms.gov,Yes
openpet.lbl.gov,Yes
openscience.bnl.gov,Yes
opensearch-ui.earthdata.nasa.gov,No
opensource.gsfc.nasa.gov,Yes
openstudio.net,Yes
operations.erdc.dren.mil,Yes
operations.fnal.gov,Yes
opfee.ncua.gov,Yes
opm.gov,Yes
opm.usajobs.gov,Yes
opmverify.dmdc.osd.mil,Yes
opmwpi.usalearning.gov,Yes
opotxfind.hrsa.gov,Yes
opportunity.census.gov,Yes
opportunityzones.hud.gov,Yes
ops.fhwa.dot.gov,Yes
ops.lbl.gov,No
opscenter.dtra.mil,Yes
opsconnect.dmdc.osd.mil,Yes
opsweb.phmsa.dot.gov,Yes
opticaudio.ctss.nih.gov,Yes
optics.msfc.nasa.gov,Yes
optimization.lbl.gov,Yes
optn.transplant.hrsa.gov,Yes
oralhealth.thinkculturalhealth.hhs.gov,Yes
orapartners.fda.gov,Yes
orator-map.epa.gov,Yes
orauportal.fda.gov,No
orautest.fda.gov,No
orbitaldebris.jsc.nasa.gov,Yes
orcacoke.spawar.navy.mil,Yes
order.nia.nih.gov,Yes
ordspub.epa.gov,Yes
orf.od.nih.gov,Yes
organdonor.gov,Yes
organic.ams.usda.gov,Yes
organizations.lanl.gov,Yes
organizations.nsopw.gov,Yes
orgs.fnal.gov,Yes
ori.hhs.gov,Yes
origin-acquisition.gov,No
origin-archive-afsc.fisheries.noaa.gov,No
origin-east-01-drupal-climate.woc.noaa.gov,No
origin-east-01-wordpress-space.woc.noaa.gov,No
origin-east-01-www-ospo.woc.noaa.gov,No
origin-east-02-drupal-climate.woc.noaa.gov,No
origin-east-www-goes.woc.noaa.gov,No
origin-east-www-nhc.woc.noaa.gov,No
origin-east-www-ospo.woc.noaa.gov,No
origin-east-www-ssd.woc.noaa.gov,No
origin-east-www-wpc.woc.noaa.gov,No
origin-exclusions.oig.hhs.gov,Yes
origin-fisheriespermits.noaa.gov,No
origin-gsa.gov,No
origin-my.uscis.gov,Yes
origin-qa-api.cbp.dhs.gov,No
origin-seafoodinspection.nmfs.noaa.gov,No
origin-wcatwc.arh.noaa.gov,No
origin-west-www-goes.woc.noaa.gov,No
origin-west-www-nhc.woc.noaa.gov,No
origin-west-www-ospo.woc.noaa.gov,No
origin-west-www-satepsanone.woc.noaa.gov,No
origin-west-www-spc.woc.noaa.gov,No
origin-www-odi.nhtsa.dot.gov,Yes
origins-habitability.jpl.nasa.gov,Yes
orio.niehs.nih.gov,Yes
orip.nih.gov,Yes
orise.orau.gov,Yes
orisecompetition.science.energy.gov,No
ornl.gov,Yes
ornleoc.ornl.gov,No
ors.od.nih.gov,Yes
ors.pnnl.gov,No
orsbloodtool.sandia.gov,Yes
orso.niehs.nih.gov,Yes
orta.research.noaa.gov,Yes
orwg.cap.gov,Yes
orwh.od.nih.gov,Yes
osac.gov,Yes
osage.nsopw.gov,Yes
osan.af.mil,Yes
osan.tricare.mil,Yes
osbp.nasa.gov,Yes
osc.gov,--
osce.usmission.gov,Yes
osdbu.hhs.gov,Yes
osdr.nasa.gov,Yes
osep.communities.ed.gov,Yes
osepideasthatwork.org,Yes
osha.gov,Yes
oshacareers.usajobs.gov,Yes
oshrc.gov,Yes
osi.af.mil,Yes
osm.woc.noaa.gov,Yes
osmre.gov,Yes
osp.od.nih.gov,Yes
osp.va.gov,Yes
ospo.noaa.gov,Yes
osrp.lanl.gov,Yes
oss.research.noaa.gov,Yes
ost-liaison.doe.gov,No
ostc.marines.mil,Yes
osti.gov,Yes
ostr.ccr.cancer.gov,Yes
otoolsweb.cnrc.navy.mil,Yes
otp-extranet.samhsa.gov,No
otp.nih.gov,No
otp.nwave.noaa.gov,Yes
ots.treas.gov,Yes
ott.jpl.nasa.gov,Yes
ottawatribe.nsopw.gov,Yes
ottumwa.jobcorps.gov,Yes
oui.doleta.gov,Yes
ousdi.defense.gov,Yes
outage.census.gov,No
outage.fws.gov,Yes
outgassing.nasa.gov,Yes
outreach.navy.mil,Yes
outreachevents.grc.nasa.gov,Yes
outreachpro.nia.nih.gov,Yes
outreachrequests.hq.af.mil,Yes
ovc.ojp.gov,Yes
ovcncvrw.ncjrs.gov,Yes
ovcttac.gov,Yes
overflow.larc.nasa.gov,Yes
ovis.ca.sandia.gov,Yes
ovwreview.justice.gov,Yes
owa.navy.mil,Yes
owcp.industrypartners.dol.gov,Yes
owcpconnect.dol.gov,Yes
owcpmed.dol.gov,Yes
ows.doleta.gov,No
owshiny.epa.gov,Yes
owsrf.epa.gov,Yes
oxcam.gpp.nih.gov,Yes
ozoneairqualitystandards.epa.gov,Yes
ozoneaq.gsfc.nasa.gov,No
ozonewatch.gsfc.nasa.gov,Yes
p1.dso.mil,Yes
p2p.navy.mil,Yes
p3hpc2018.lbl.gov,Yes
p739w001.cfms.navy.mil,Yes
pa-net.navy.mil,Yes
pa.ng.mil,Yes
pa.sandia.gov,Yes
pa.usembassy.gov,Yes
pac.whs.mil,Yes
pacaf.af.mil,Yes
pace.gsfc.nasa.gov,Yes
pace.ornl.gov,Yes
pacific.afn.mil,Yes
pacific.navfac.navy.mil,Yes
pacific.pnl.gov,No
pacificarea.uscg.mil,Yes
pacificislands-mdc.diver.orr.noaa.gov,Yes
pacificnorthwest-mdc.diver.orr.noaa.gov,Yes
pacom.mil,Yes
paemst.nsf.gov,Yes
paesmem.nsf.gov,Yes
pag.ctss.nih.gov,Yes
page.energy.gov,Yes
page2mobile.nih.gov,No
pages.cloud.gov,No
pagrants.fema.gov,Yes
pah.nist.gov,No
painconsortium.nih.gov,Yes
paitstaging.state.gov,No
pal.acf.hhs.gov,Yes
pal.dtra.mil,Yes
pal.pnnl.gov,Yes
pal.sba.gov,Yes
palestinianaffairs.state.gov,Yes
pamsexternalhelp.science.energy.gov,Yes
pamsjira.science.energy.gov,No
pamspublic.science.energy.gov,No
panache.ninds.nih.gov,Yes
pandora.gsfc.nasa.gov,Yes
pandr.marines.mil,Yes
panelreview.doleta.gov,No
panomics.pnnl.gov,Yes
pansstudy.ctss.nih.gov,Yes
pantex.doe.gov,Yes
pantex.energy.gov,Yes
panthers.app.cloud.gov,No
panvpn.oig.hhs.gov,No
papahanaumokuakea.gov,Yes
papka.cels.anl.gov,Yes
par.nsf.gov,Yes
para.nomads.ncep.noaa.gov,Yes
paraderes.hqi.usmc.mil,Yes
parker.gsfc.nasa.gov,Yes
parking.nih.gov,No
parkinsons.va.gov,Yes
parkinsontrial.ninds.nih.gov,Yes
parkplanning.nps.gov,Yes
parr0901.mcdsus.mcds.usmc.mil,Yes
pars2ebirst.doe.gov,Yes
pars2etfa.doe.gov,Yes
parse.cdan.dot.gov,Yes
part.iss.nasa.gov,No
partner.tva.gov,No
partnerlibrary.nesdis.noaa.gov,No
partners.niehs.nih.gov,Yes
partnerships.gsfc.nasa.gov,Yes
partnerships.nationalmap.gov,Yes
partnerweb.usda.gov,No
partnerweb16dev.usda.gov,No
partnerweb16ppro.usda.gov,No
partnerwithapayer.org,Yes
parts.jpl.nasa.gov,Yes
pascuayaqui.nsopw.gov,Yes
paservices.state.gov,No
passion.lbl.gov,Yes
passport.intelink.gov,--
passportappointment.travel.state.gov,Yes
passportstatus.state.gov,Yes
passwordreset.tva.gov,No
passwords.gfdl.noaa.gov,No
pasteur.epa.gov,Yes
pastfusion.gss.anl.gov,No
patapsco.nist.gov,No
patentcenter-dmz-alx1.uspto.gov,Yes
patentcenter.uspto.gov,Yes
pathfinder.va.gov,Yes
pathpdx-learning.samhsa.gov,Yes
pathstudyinfo.nih.gov,Yes
pathwaystowork.acf.hhs.gov,Yes
patientcare.va.gov,Yes
patientlibrary.cc.nih.gov,Yes
patientportal.mhsgenesis.health.mil,--
patientsafety.va.gov,Yes
patrick.spaceforce.mil,Yes
patrick.tricare.mil,Yes
paulsimonchicago.jobcorps.gov,Yes
pave-gt.ncats.nih.gov,Yes
pave.hud.gov,Yes
pave.niaid.nih.gov,Yes
paw.larc.nasa.gov,Yes
pawg.cap.gov,Yes
pawneenation.nsopw.gov,Yes
paxrimd1.navair.navy.mil,Yes
paxriver.tricare.mil,Yes
pay.gov,Yes
pay.va.gov,Yes
paygov.ncjrs.gov,No
paymentaccuracy.gov,Yes
pb.tva.com,No
pba.army.mil,Yes
pbgc.gov,Yes
pbisdb.navair.navy.smil.mil,Yes
pbisdb2.cloud.navy.mil,Yes
pbm.va.gov,Yes
pbpnation.nsopw.gov,Yes
pcah.gov,Yes
pcaso.ctss.nih.gov,Yes
pci.nsopw.gov,Yes
pcit-training.aphis.usda.gov,No
pcitstaging.aphis.usda.gov,No
pcl-proteomics.cancer.gov,No
pclt.defense.gov,--
pcm.arm.gov,Yes
pcornominationtest.ahrq.gov,Yes
pcos.gsfc.nasa.gov,Yes
pcportal.doe.gov,Yes
pcr.cap.gov,Yes
pdbp.ninds.nih.gov,Yes
pdc.cancer.gov,Yes
pdes-course-2014.llnl.gov,Yes
pdev.grants.gov,No
pdg.lbl.gov,Yes
pdglive.lbl.gov,Yes
pdlprod.hosc.msfc.nasa.gov,No
pdlprod2.hosc.msfc.nasa.gov,No
pdlprod3.hosc.msfc.nasa.gov,No
pdmr.cancer.gov,Yes
pdn-screening.ctss.nih.gov,Yes
pdn-toddler.ctss.nih.gov,Yes
pdp.ed.gov,Yes
pdrep.csd.disa.mil,--
pds-engineering.jpl.nasa.gov,Yes
pds-imaging.jpl.nasa.gov,Yes
pds-jira.jpl.nasa.gov,No
pds.nasa.gov,Yes
pdsimage2.wr.usgs.gov,Yes
pdt.ornl.gov,No
pdw.hanford.gov,Yes
pe.usembassy.gov,Yes
peakeasy.lanl.gov,No
pearlharborhickam.tricare.mil,Yes
pebblescout.ncbi.nlm.nih.gov,Yes
pecat.cdc.gov,Yes
pecos.cms.hhs.gov,Yes
pecworkshop2013.aps.anl.gov,Yes
ped.cdan.dot.gov,Yes
ped.uspto.gov,Yes
pediatriccushing.ctss.nih.gov,Yes
pedmatch-int.nci.nih.gov,No
pedmatch.nci.nih.gov,No
peerta.acf.hhs.gov,Yes
pegsexplorer.niehs.nih.gov,Yes
pemp.phy.bnl.gov,No
pendleton.marines.mil,Yes
peninsula.wawg.cap.gov,Yes
penobscot.jobcorps.gov,Yes
pensacola.tricare.mil,Yes
pentest.simplereport.gov,No
peoc3n.army.mil,Yes
peoc3t.army.mil,--
peoc4i.navy.mil,Yes
peodigital.navy.mil,Yes
peogcs.army.mil,Yes
peoiews.army.mil,Yes
peols.marines.mil,Yes
peomlb.navy.mil,Yes
people.army.mil,Yes
people.mil,Yes
peoplegateway.tva.gov,No
peoplegatewayt.tva.gov,No
peoplesearch.hud.gov,No
peoplesoft-hcma.tva.gov,No
peoriatribe.nsopw.gov,Yes
peosoldier.army.mil,Yes
peostri.army.mil,Yes
pepc.nps.gov,No
peprec.research.va.gov,Yes
perfloc.nist.gov,Yes
perfmeas.nemsis.org,Yes
performance.gov,Yes
periodic.lanl.gov,No
perkins.ed.gov,Yes
permalink.lanl.gov,No
permits.blm.gov,Yes
permits.performance.gov,Yes
permitsearch.epa.gov,Yes
persist-efile.hud.gov,No
perssongroup.lbl.gov,Yes
peterson.tricare.mil,Yes
petersonschriever.spaceforce.mil,Yes
petitions.obamawhitehouse.archives.gov,No
petitions.trumpwhitehouse.archives.gov,No
pexip-dc-dmz1.video.epa.gov,No
pexip-dc-dmz2.video.epa.gov,No
pexip-rtp-dmz1.video.epa.gov,No
pexip-rtp-dmz2.video.epa.gov,No
pfabankapi-d.app.cloud.gov,No
pfabankapi-n.app.cloud.gov,No
pfabankapi-q.app.cloud.gov,No
pfabankapi.app.cloud.gov,No
pfabankfindui-d.app.cloud.gov,No
pfabankfindui-q.app.cloud.gov,No
pfabankfindui.app.cloud.gov,No
pfabankui-d.app.cloud.gov,No
pfabankui-q.app.cloud.gov,No
pfasst.lbl.gov,Yes
pfastt.epa.gov,Yes
pfc2012.pppl.gov,Yes
pfdps.tsa.dhs.gov,Yes
pfpa.mil,Yes
pfs.nrel.gov,No
pg.usembassy.gov,Yes
pgda.gsfc.nasa.gov,Yes
pgradsmobile.sandia.gov,Yes
